OBS_STATUS;TERRITORIO;TEMPORAL;INDICATOR;OBS_VALUE;FREQ
A;ES617;2007;ESTA_MEDI_ABIE_ESTI;24.600537633;A
A;ES618;2020;ESTA_MEDI_ABIE_ESTI;2.905669599;A
A;ES618;2019;ESTA_MEDI_ABIE_ESTI;4.525985664;A
A;ES618;2018;ESTA_MEDI_ABIE_ESTI;4.34811828;A
A;ES618;2017;ESTA_MEDI_ABIE_ESTI;4.366039427;A
A;ES618;2016;ESTA_MEDI_ABIE_ESTI;4.059343715;A
A;ES618;2015;ESTA_MEDI_ABIE_ESTI;4.147670251;A
A;ES618;2014;ESTA_MEDI_ABIE_ESTI;4.531848438;A
A;ES618;2013;ESTA_MEDI_ABIE_ESTI;3.788082438;A
A;ES618;2012;ESTA_MEDI_ABIE_ESTI;3.647138796;A
A;ES618;2011;ESTA_MEDI_ABIE_ESTI;3.768010753;A
A;ES618;2010;ESTA_MEDI_ABIE_ESTI;4.681899642;A
A;ES618;2009;ESTA_MEDI_ABIE_ESTI;5.598352535;A
A;ES618;2008;ESTA_MEDI_ABIE_ESTI;7.21275322;A
A;ES618;2007;ESTA_MEDI_ABIE_ESTI;7.607834101;A
A;ES61;2020;ESTA_MEDI_ABIE_ESTI;95.374037788;A
A;ES61;2019;ESTA_MEDI_ABIE_ESTI;122.143171531;A
A;ES61;2018;ESTA_MEDI_ABIE_ESTI;116.818448381;A
A;ES61;2017;ESTA_MEDI_ABIE_ESTI;118.295705323;A
A;ES61;2016;ESTA_MEDI_ABIE_ESTI;124.014114168;A
A;ES61;2015;ESTA_MEDI_ABIE_ESTI;119.238648073;A
A;ES61;2014;ESTA_MEDI_ABIE_ESTI;119.259935651;A
A;ES61;2013;ESTA_MEDI_ABIE_ESTI;121.074803719;A
A;ES61;2012;ESTA_MEDI_ABIE_ESTI;121.525551214;A
A;ES61;2011;ESTA_MEDI_ABIE_ESTI;116.269696771;A
A;ES61;2010;ESTA_MEDI_ABIE_ESTI;120.602238212;A
A;ES61;2009;ESTA_MEDI_ABIE_ESTI;124.051149291;A
A;ES61;2008;ESTA_MEDI_ABIE_ESTI;122.257144172;A
A;ES61;2007;ESTA_MEDI_ABIE_ESTI;121.37828206;A
P;ES611;2021;ESTA_MEDI_ABIE_ESTI;24.123861309;A
P;ES612;2021;ESTA_MEDI_ABIE_ESTI;20.66154007;A
P;ES613;2021;ESTA_MEDI_ABIE_ESTI;5.958448541;A
P;ES614;2021;ESTA_MEDI_ABIE_ESTI;17.882787553;A
P;ES615;2021;ESTA_MEDI_ABIE_ESTI;8.907258065;A
P;ES616;2021;ESTA_MEDI_ABIE_ESTI;7.875656398;A
P;ES617;2021;ESTA_MEDI_ABIE_ESTI;30.025132809;A
P;ES618;2021;ESTA_MEDI_ABIE_ESTI;4.068503584;A
P;ES61;2021;ESTA_MEDI_ABIE_ESTI;119.503188329;A
A;ES611;2020;PLAZ_MEDI_ESTI;7396.32301195;A
